Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,Price,Brand,Model,CarAge
9,12000,4,1,0,17.19,1197,81.86,0,5,4,5.8,9,204,7
9,28000,4,1,0,17,1197,80,1,5,4,2.65,9,204,13
9,39000,4,0,0,15.5,1198,86.7,1,5,4,4.45,8,17,8
7,92239,1,0,2,11.5,2987,210,1,5,4,10.6,17,60,11
9,28500,4,1,0,18.7,1199,88.7,2,5,4,5.95,8,97,6
9,18949,4,1,0,17.8,1198,86.7,1,5,4,5,8,17,6
8,131500,1,0,0,19.3,1968,141,2,5,4,7.5,23,118,9
7,74310,1,1,0,24.4,1120,71,2,5,4,4,9,196,7
8,14000,1,1,0,24,1120,70,1,5,4,4.6,9,89,5
8,45000,1,1,0,22.7,1582,126.24,2,5,4,7,9,64,8
10,83000,1,1,2,16.52,1991,123.7,0,5,4,2.6,3,121,14
9,20000,0,1,0,15.1,1196,73,1,5,4,4.5,16,63,4
3,60395,1,0,0,16.12,2967,228.25,1,5,4,45.82,21,39,7
2,87192,1,1,0,25.2,1248,74,1,5,4,4.35,16,166,9
7,58950,1,1,0,25.8,1498,98.145,1,5,4,5.4,8,17,6
9,31000,4,1,0,13.24,1598,102.5,1,5,4,4.95,20,170,9
10,52000,4,1,0,18.6,1197,85.8,0,5,4,3.95,16,166,9
5,33016,1,1,0,22.54,1396,88.73,1,5,4,6.85,9,204,6
7,66484,4,1,0,13.8,1299,70,1,5,4,1.65,7,93,13
3,23152,1,0,0,19.27,2143,167.62,0,5,4,39.22,17,115,4
7,33915,4,1,0,17.8,1497,117.3,2,5,4,8.09,8,44,6
5,131500,1,1,0,20.5,1598,103.5,1,5,4,3.65,23,139,10
10,100000,4,1,0,20.92,998,67.1,2,5,4,1.8,16,16,10
5,46000,1,1,2,20.14,1498,88.8,2,5,4,5.9,27,128,8
9,33000,1,1,0,16,2179,140,0,7,5,9.65,15,195,6
1,83000,4,0,0,10.93,2497,204,2,5,4,16.5,17,60,12
10,131500,4,0,0,12.9,1799,130,2,5,4,3,8,45,14
3,63991,4,1,0,18.5,1197,80,2,5,4,3.61,9,204,11
10,131500,1,1,0,25.8,1498,98.6,2,5,4,5.15,8,17,6
9,47000,1,1,0,20.64,1498,108.5,2,5,4,3.25,27,177,11
2,115000,4,1,0,18.6,1199,79.4,1,5,4,1.75,3,26,12
9,32644,4,1,0,20.73,1373,91.1,2,5,4,9.28,16,43,4
3,82160,1,1,0,16.52,1991,123.7,1,5,4,2.57,3,121,14
10,26725,4,0,0,23.1,998,67.04,0,5,4,4.25,16,42,7
9,15000,4,1,0,18.88,999,123.24,2,5,4,8,7,62,5
1,45000,1,1,0,24.3,1248,88.5,2,5,4,9.75,16,180,5
10,56000,1,1,2,20.4,1461,108.5,0,5,4,3.5,22,76,10
6,58000,1,1,0,23.4,1248,74,0,5,4,5.25,16,166,7
4,61000,4,0,0,12.3,1796,185,2,5,4,12.5,17,60,11
8,35000,4,1,0,17,1197,80,2,5,4,3.4,9,204,7
7,52827,1,0,0,12.7,2179,187.7,0,5,4,44.76,14,143,4
6,63262,4,1,0,21.7,999,67,2,5,4,3.25,22,101,5
3,67559,4,1,0,19.4,1198,86.8,0,5,4,4.05,8,31,9
2,50000,1,1,0,17,2200,139.01,0,7,5,12,6,120,8
1,58483,4,0,2,19.2,1197,80,0,5,4,2.95,9,203,14
5,35000,1,1,0,24,1120,70,2,5,4,4.88,9,89,7
3,23550,1,0,0,19.27,2143,167.62,2,5,4,33.66,17,115,5
1,50000,4,1,0,18.9,1197,81.86,2,5,4,4.75,9,89,7
1,63000,1,1,3,13.1,2446,75,1,10,5,3.65,26,135,16
9,69000,1,1,0,25.4,1186,73.97,2,5,4,3.55,9,196,5
5,29512,4,1,0,17.4,1497,117.3,2,5,4,7.9,8,44,6
9,54500,1,1,0,21.13,1498,108.4,0,5,4,4.1,23,139,10
9,29000,1,1,0,26.21,1248,88.5,0,5,4,8.75,16,43,6
5,75000,1,1,0,21.9,1396,90,1,5,4,3.75,9,204,11
4,53213,4,1,0,19.81,1086,68.05,0,5,4,2.74,9,203,9
4,75000,1,1,2,15.1,2179,140,2,7,5,6.25,15,195,10
7,77771,1,0,0,19.27,2143,170,1,5,4,18.64,17,115,7
6,53959,4,1,0,19.4,1198,86.8,2,5,4,3.5,8,31,9
3,36695,4,1,0,19.4,1198,86.8,0,5,4,4.29,8,31,7
2,13900,4,1,0,18.88,1499,110.4,0,5,4,9.5,7,62,4
5,68764,4,1,0,21.1,814,55.2,1,5,4,2.9,9,61,7
8,36000,1,1,0,22.7,1498,89.84,0,5,4,4.9,7,62,9
7,56361,4,0,0,12.9,1799,130,2,5,4,4.38,8,45,11
5,90000,1,1,0,14,2179,138.1,1,7,5,8,25,153,8
3,59450,4,1,0,18.6,1197,81.86,1,5,4,7.53,9,65,5
7,31427,1,0,0,15.68,1999,177,0,5,4,59.72,14,143,4
9,57000,4,0,2,16.95,1197,78.9,1,5,4,2.5,9,203,12
0,60000,4,1,0,24.7,796,47.3,1,5,4,2.65,16,16,6
3,18108,1,1,0,24.3,1248,88.5,2,5,4,11.31,16,180,5
8,30000,1,1,0,25.8,1498,98.6,2,5,4,3.5,8,17,7
5,84000,1,1,0,28.4,1248,74,1,5,4,5.65,16,166,9
8,46300,1,1,0,14.07,1948,83.1,2,7,5,4.85,25,163,6
6,86000,1,1,2,19.5,1248,75,2,5,4,2.5,5,105,9
10,88000,1,0,0,14.69,2993,228.25,0,5,4,27,1,3,8
10,131500,1,1,2,19,1248,93,2,5,4,2.25,5,105,12
3,65405,1,0,0,13,2143,204,0,5,4,32.73,17,60,6
0,70002,1,1,0,16.2,1493,110,1,5,4,3.45,9,179,12
4,65000,1,1,0,13,2982,168.5,0,7,5,16.1,26,77,9
10,48000,1,1,0,28.4,1248,73.75,0,5,4,6,16,58,5
9,58000,1,0,0,10,2148,170,0,5,4,15.75,17,60,9
5,73000,1,1,0,13.68,2393,147.8,0,7,4,16.5,26,96,6
0,24005,4,1,0,20.4,1197,81.8,1,5,4,6.2,16,166,5
0,75000,1,0,2,12.39,2179,147.51,0,5,4,17.5,14,143,10
8,35000,4,1,0,18.6,1197,81.83,1,5,4,4.43,9,204,7
9,84000,1,0,0,19.3,1968,141,1,5,4,10.75,23,118,8
10,30000,4,1,0,24.07,998,67.1,2,5,4,3.75,16,16,5
5,24393,1,1,0,13.68,2393,147.8,0,7,4,20.4,26,96,5
6,48000,1,0,0,17,1896,105,1,5,4,5,23,104,13
6,92000,4,1,0,13.5,1799,130,2,5,4,1.9,8,45,15
9,62000,4,1,2,20.36,1197,78.9,1,5,4,1.65,9,203,14
7,37460,4,1,0,18.6,1197,81.86,1,5,4,6.28,9,65,5
1,38000,1,0,2,14.16,1968,174.3,1,5,4,39,0,133,8
3,28052,4,0,0,18.9,1197,82,2,5,4,7.22,9,89,5
10,31000,4,1,0,12.5,1794,132,0,5,4,5,26,51,12
3,61110,4,1,0,18.6,1197,85.8,2,5,4,4.57,16,166,9
2,32200,4,1,2,18.16,1196,86.8,2,5,4,4.25,7,75,7
8,69000,1,1,0,18.7,1896,66,0,5,4,1.6,23,118,16
9,37500,1,0,0,18.88,1995,184,0,5,4,16.75,1,2,9
10,64000,4,0,0,23.1,998,67.04,0,5,4,4.2,16,42,6
6,18776,4,1,0,17.8,1198,86.7,0,5,4,4.75,8,17,8
10,32000,1,1,0,23.59,1364,98.145,1,5,4,3.85,26,70,11
7,37199,4,0,0,17.5,1498,99.6,0,5,4,5.43,20,164,9
4,12000,1,0,0,10.91,3163,197,2,7,5,33.5,7,66,4
6,60500,1,1,0,25.4,1186,73.97,0,5,4,5.49,9,196,5
8,26200,4,1,0,24.7,796,47.3,2,5,4,2.9,16,16,4
8,46125,4,0,2,12,2354,187.4,1,5,4,12.5,8,35,9
3,80544,1,1,0,12.99,2494,100.6,1,7,4,11.79,26,96,9
2,45000,1,0,0,11.3,2987,228.25,0,7,5,56,17,81,7
1,29000,1,0,0,17.11,1968,174.33,0,5,4,26,0,10,8
2,45000,1,1,0,22.32,1582,126.32,1,5,4,6.25,9,179,10
9,45600,1,1,0,15.1,2179,140,1,7,5,8.25,15,195,8
8,31000,4,1,0,20.36,1197,78.9,2,5,4,2.25,9,203,10
10,43000,4,1,2,17,1497,118,0,5,4,4.21,8,44,12
9,27000,1,1,0,22.54,1396,88.73,1,5,4,6.95,9,204,5
1,64000,1,1,2,18.2,1248,73.8,2,7,5,4.85,3,67,9
7,42076,1,0,0,13,2143,201.1,0,5,4,21.8,17,60,7
0,72411,4,1,0,18,1198,86.7,2,5,4,4.25,8,17,8
3,16725,4,1,0,18.6,1197,81.83,2,5,4,6.79,9,204,6
7,39208,4,1,0,17.57,1193,88.7,1,5,4,4.52,25,202,7
5,58972,1,1,0,24.2,1498,98.6,2,7,5,6.5,8,111,8
2,58000,1,1,0,25.44,936,57.6,0,5,4,2.1,3,26,10
2,83929,4,0,0,11.3,1794,125,2,5,4,2.6,26,51,16
5,104000,4,1,2,15,970,98.145,0,5,4,0.85,16,1,16
10,2200,4,1,0,15.7,1390,75,1,5,4,2.3,15,141,14
7,73648,1,1,0,15.1,2179,140,2,7,5,7.31,15,195,9
5,17000,3,1,0,13.45,1086,62.1,1,5,4,3.1,9,156,11
0,6006,4,1,0,20.73,1373,91.1,2,5,4,8.25,16,43,5
4,68000,1,0,2,12.39,2179,147.51,2,5,4,15.75,14,143,9
5,62000,1,0,0,18.53,1968,187.74,2,5,4,25,0,11,8
6,112827,4,0,0,13.1,1997,141.1,1,5,4,10.5,8,35,8
8,98000,1,1,2,12.8,2494,102,2,8,5,5.5,26,96,11
5,42600,1,1,0,23,1396,90,2,5,4,4.99,9,204,10
1,41000,4,1,2,25.17,799,53.3,1,5,4,3.25,22,101,6
4,79000,1,0,0,12.55,2982,168.5,2,7,5,17.75,26,77,8
10,117080,1,1,3,17.8,1399,68,2,5,4,2.25,7,74,14
9,19000,1,1,0,26.8,1248,74,1,5,4,5.91,16,92,5
5,131500,1,1,0,22.7,1498,89.84,0,5,4,6.55,7,62,8
5,83875,0,1,2,26.6,998,58.16,0,5,4,2.95,16,183,9
7,26192,1,0,0,17.9,2143,168,1,5,4,40.47,17,83,5
3,40674,1,0,0,11.36,2755,171.5,1,7,4,24.82,26,96,3
2,131500,1,1,0,19.01,1461,108.45,2,5,4,7.25,22,57,10
8,46000,1,0,0,16.55,1968,147.51,1,5,4,9.95,0,10,13
5,39000,1,1,0,24.3,1248,88.5,1,5,4,9.49,16,180,5
7,43639,4,1,0,21.1,998,100,0,5,4,8.15,16,25,4
10,125000,4,1,2,18.9,998,67.1,0,5,4,0.8,16,183,16
5,45800,1,1,0,22.7,1498,89.84,0,5,4,7.5,7,62,8
8,17400,4,1,0,20.51,998,67.04,1,5,4,3.1,16,183,8
3,55115,1,0,0,14.74,2993,228.25,2,5,4,36.15,11,192,6
5,50000,1,0,0,12.07,2967,228.25,1,7,5,47.5,0,134,7
3,28469,1,0,0,18.25,1968,187.74,2,5,4,24.37,0,10,8
2,70920,1,1,0,20.14,1498,88.8,2,5,4,4.75,27,128,8
5,68434,1,1,0,28.4,1248,73.75,0,5,4,5.5,16,58,9
2,110000,1,0,0,11.7,2993,228.25,2,5,4,20,1,187,13
10,102013,4,1,0,17,1497,118,0,5,4,3.75,8,44,11
9,28005,4,1,0,17.8,1497,117.3,0,5,4,7.1,8,44,7
4,131500,1,1,0,11.5,2982,171,2,7,5,11.4,26,77,11
8,35000,1,1,0,22.07,1199,73.9,1,5,4,3.8,27,128,8
2,11000,4,1,0,18.7,1199,88.7,2,5,4,6.75,8,97,5
9,61932,1,0,2,14.3,1968,140,2,5,4,3.31,27,125,15
9,10500,4,1,0,17.4,1497,117.3,1,5,4,5.9,8,44,8
9,50000,1,0,0,17.68,1968,174.33,0,5,4,17.5,0,11,10
4,59000,1,0,0,11.2,2993,228.25,0,4,4,21.9,1,188,11
8,40300,4,1,0,18.5,1197,82.85,1,5,4,2.8,9,204,9
2,41000,1,1,0,22.7,1598,118,2,5,4,7.7,16,152,6
9,1617,4,1,0,25.17,799,53.3,1,5,4,4.29,22,101,4
3,37247,1,1,0,19.67,1582,126.2,1,5,4,13.69,9,53,5
9,19000,1,0,0,15.97,2993,228.25,0,7,5,44,1,187,8
8,1001,1,1,0,25.83,1498,99,1,5,4,7.55,7,75,7
10,80000,4,0,0,13,2987,210,0,5,4,25,17,144,9
2,115000,1,1,0,19.33,1968,138.1,0,5,4,6.95,27,99,10
2,44000,1,0,0,14.16,1968,174.3,1,5,4,32.5,0,133,9
6,53500,4,1,2,16.1,796,37,0,4,4,0.63,16,6,16
8,14000,1,1,0,26.59,1248,74,1,5,4,7.5,16,166,5
6,59000,4,1,2,16.47,1198,73.9,2,5,4,4.9,27,128,7
4,67000,1,1,0,19.01,1461,108.45,1,5,4,4.75,22,57,9
8,6000,4,1,0,20.63,1198,67.06,1,5,4,2.5,4,86,6
9,84000,1,1,0,12.05,2179,120,2,7,5,6.85,15,158,8
9,86340,4,0,2,9.1,2349,98.145,0,5,4,3.25,20,169,14
9,19600,4,1,0,15,1598,103.52,1,5,4,6.15,23,139,7
7,38593,1,0,0,17.01,1582,126.2,1,5,4,13.23,9,53,6
2,27000,1,0,0,19.08,1582,126.2,1,5,4,8.6,9,179,6
8,47346,1,0,0,16.55,1968,147.51,2,5,4,14.5,0,10,10
2,79000,4,1,0,17,1086,98.145,0,5,4,1.85,9,156,15
4,35000,4,1,0,24.7,796,47.3,2,5,4,2.65,16,16,6
10,49500,4,1,0,20.73,1373,91.1,2,5,4,6,16,43,8
1,33800,1,1,2,25.8,1498,98.6,0,5,4,4.7,8,17,9
7,70749,4,0,0,12.05,1995,154,1,5,4,9.86,1,2,12
4,55000,1,0,2,21.66,1498,103.52,1,5,4,5.7,23,139,7
9,95000,1,1,2,17,1896,105,0,5,4,3.25,23,104,12
5,28226,1,0,0,28.4,1248,73.75,0,5,4,9.15,16,58,5
3,22684,4,1,0,18.6,1197,81.83,2,5,4,7.8,9,204,4
8,36000,4,1,0,18.6,1197,81.83,0,5,4,4.9,9,204,7
2,75000,1,1,0,23.4,1248,74,2,5,4,4.25,16,166,6
8,58000,4,1,0,17.01,1591,121.3,1,5,4,4.59,9,179,8
9,131500,1,1,0,14.24,2755,174.5,0,7,5,10.75,26,77,12
3,35225,4,0,0,23.1,998,67.04,2,5,4,5.25,16,42,5
9,33000,1,1,0,25.47,1248,88.5,2,7,5,8.5,16,68,6
7,18453,4,1,0,18.9,1197,81.86,0,5,4,6.17,9,89,3
5,88000,1,0,0,12.07,2967,228.25,1,7,5,36.5,0,134,10
7,19698,4,1,0,25.4,624,37.5,1,4,4,1.53,25,114,8
5,50129,1,1,0,19.67,1582,126.2,2,5,4,13.3,9,53,5
2,79824,1,1,0,19.87,1461,83.8,1,5,4,5.25,22,57,10
8,22000,4,1,0,16.47,1198,74,0,5,4,3.8,27,128,7
4,65000,4,1,0,15.6,1196,70,2,5,4,2.4,7,75,11
10,32953,4,1,0,18.6,1197,85.8,0,5,4,4.65,16,166,9
2,55000,4,1,0,13.2,1495,94,2,5,4,2.65,9,14,15
6,40250,4,1,0,17.19,1197,81.86,2,5,4,6.9,9,204,5
6,61000,1,1,0,23.4,1248,74,2,5,4,5.35,16,166,8
1,28541,1,0,0,11.57,2987,228.25,0,5,4,60.75,17,84,6
4,76000,4,0,2,11.3,2360,170,1,5,4,5.53,19,122,12
4,31200,4,1,0,18.9,1197,82,1,5,4,3.9,9,89,8
9,35000,1,1,0,17.21,1493,100,1,7,5,3.49,15,136,9
5,80264,4,1,0,21.1,1197,85.8,1,5,4,4.3,16,142,9
5,73670,1,1,0,12.83,2696,162,2,7,5,12.5,15,162,10
9,16000,4,1,0,17,1198,73.75,0,5,4,5.4,27,18,6
6,71172,4,1,3,17,1197,80,1,5,4,3.5,9,204,10
8,22000,1,0,0,17.05,1995,184,1,5,4,11.5,1,185,10
5,110000,4,1,0,13.2,1495,94,2,5,4,0.6,9,14,16
5,99000,1,1,2,18.7,1896,66,0,5,4,1.9,23,118,16
2,80000,4,1,2,17,1497,118,0,5,4,3.85,8,44,11
9,41000,4,0,0,16.9,1197,82,1,5,4,5.45,9,196,7
5,65000,1,0,0,19.08,1582,126.32,2,5,4,8.99,9,179,8
1,108000,1,0,0,11.36,2755,171.5,2,7,4,20.5,26,96,6
2,28000,1,0,0,15.73,1968,174.33,2,5,4,23.75,0,132,7
10,103000,1,0,2,6.5,799,98.145,2,2,2,3,24,78,14
2,99000,1,1,2,17,1405,70,2,5,4,1.6,25,95,14
7,64394,1,1,0,22.7,1498,89.84,0,5,4,5.45,7,62,8
6,47399,4,1,0,16.02,1373,93.7,1,7,5,5.6,16,68,8
7,32283,4,0,2,14.4,1598,103.6,1,5,4,5.41,27,177,8
6,105000,1,1,0,25.2,1248,74,1,5,4,3.85,16,166,8
0,58000,1,1,0,15.1,2179,140,2,7,5,7.5,15,195,8
5,57000,4,0,0,13.7,1798,157.75,0,5,4,7.25,23,165,12
5,47883,1,1,2,26.21,1248,88.5,1,5,4,7.4,16,43,7
9,77652,4,0,0,12.6,1586,103.2,2,5,4,2.85,16,152,13
3,53735,1,0,2,12.07,2967,228.25,2,7,5,38.94,0,134,7
5,60453,4,1,0,16.47,1198,74,1,5,4,5.1,27,128,6
9,26000,4,1,0,18.9,1197,82,1,5,4,3.75,9,89,9
5,118077,1,1,0,16.2,1493,110,1,5,4,3.85,9,179,12
9,16514,4,1,0,18.9,1197,82,1,5,4,3.75,9,89,8
7,48986,1,1,0,10.5,2835,107.2,2,6,5,11.88,19,123,9
5,95802,1,1,2,25.83,1498,99,0,5,4,4.55,7,75,5
2,131500,1,1,0,23.59,1364,67.04,0,5,4,3.8,26,70,9
7,60336,1,0,2,14.4,2967,228.25,2,5,4,24.94,0,12,8
9,50888,4,1,0,17,1086,98.145,1,5,4,1.15,9,156,16
2,122000,1,1,2,12.8,2494,102,2,8,5,10.75,26,96,11
9,78563,1,1,0,16.52,1991,123.7,2,5,4,2.35,3,121,12
10,30000,1,1,0,19.87,1493,98.145,2,5,4,7.75,22,57,7
5,107825,1,1,0,13,2982,168.5,2,7,5,20.5,26,77,8
8,24000,4,0,0,10.6,2996,228.25,2,5,4,8.75,1,3,12
5,24000,1,1,0,27.39,1248,74,0,5,4,8.4,16,25,5
9,15000,1,0,0,13,2987,228.25,1,5,4,69.5,17,60,5
5,55902,4,1,0,14.49,1399,92.7,0,5,4,1.8,3,20,14
9,38000,4,0,0,10.8,1984,132,1,5,4,12,0,10,11
5,53080,4,1,0,18.6,1197,85.8,1,5,4,4.4,16,166,11
10,43874,4,1,0,18.9,998,67.1,1,5,4,2.45,16,183,11
3,52383,1,1,0,19.67,1582,126.2,2,5,4,14.82,9,53,5
9,26000,1,1,0,23.65,1248,88.5,1,5,4,9.75,16,152,5
4,44000,1,0,0,12.7,2179,187.7,1,5,4,44,14,143,5
9,26299,4,1,0,19.7,796,46.3,1,5,4,1.2,16,16,14
3,47439,4,1,0,20.36,1197,78.9,1,5,4,4.49,9,203,8
2,131500,1,1,0,12.99,2494,100.6,1,8,5,10.9,26,96,8
5,33000,4,1,0,15.26,1150,74.9,0,5,4,1.75,3,20,15
0,77000,1,1,0,26,1498,98.6,0,5,4,6.98,8,44,7
4,47000,1,0,2,12.65,2993,228.25,0,5,4,64.75,14,143,8
7,34696,4,0,0,18,1497,117.3,2,5,4,12.08,8,44,4
2,67000,4,1,3,6.5,999,98.145,0,5,4,1.2,9,156,16
4,65462,4,0,3,11.1,2354,142,0,5,4,3.5,8,15,13
5,131500,1,1,0,13.1,2499,141,2,7,5,7.99,7,66,12
10,98293,4,1,2,13.8,1299,70,1,5,4,1.55,7,93,16
0,60000,1,1,0,23.9,1582,126.2,0,5,4,6.99,9,179,7
10,71000,1,0,0,18.88,1995,184,0,5,4,15,1,2,9
8,45000,1,0,0,17,1896,105,0,5,4,6.99,23,104,10
9,15000,4,0,0,16.82,1998,189.08,0,4,4,35,18,50,6
9,76000,1,1,2,13,2982,168.5,1,7,5,13.5,26,77,10
8,8000,4,1,0,20.51,998,67.04,2,5,4,3,16,183,5
7,43912,0,1,0,15.1,1196,73,0,5,4,4.33,16,63,4
6,48324,1,1,0,24.3,1248,88.5,2,5,4,9,16,180,5
10,93000,4,1,0,6.5,1086,62,2,5,4,1.45,9,156,14
10,115800,4,0,3,10.1,2354,152,1,5,4,3.8,8,35,15
7,37613,1,0,0,22.69,1995,190,1,5,4,13.95,1,2,9
5,81298,1,1,0,20.14,1498,88.8,0,5,4,6.5,27,128,8
3,38053,4,1,0,15.1,1196,73,2,5,4,3.91,16,63,5
8,32000,4,1,0,16.47,1198,73.9,1,5,4,2.55,27,128,11
5,77000,4,1,0,13.5,1799,130,2,5,4,2.5,8,45,15
3,19654,1,0,0,14,2179,155,2,7,5,17.63,15,195,3
9,23312,4,0,0,11.05,2894,228.25,2,4,4,40.5,0,138,9
9,24000,4,0,0,17.01,1591,121.4,1,5,4,5.95,9,179,9
3,28733,1,0,2,12.07,2967,228.25,0,7,5,53.11,0,134,6
4,87510,1,1,0,21.8,1461,78,0,5,4,3.49,22,76,10
9,171,4,1,0,24.7,796,47.3,0,5,4,3.6,16,16,3
8,35082,4,1,0,20.36,1197,78.9,0,5,4,2.21,9,203,11
8,64284,1,1,0,17.72,1968,108.49,2,5,4,5.5,23,199,10
5,90764,1,1,0,14,2498,112,1,8,5,3.85,15,198,13
8,38001,4,0,0,12.3,1781,163.2,0,5,4,8.5,0,10,12
10,69002,1,0,0,15.97,2993,228.25,2,5,4,50,1,187,7
3,82725,4,0,0,14.28,1798,138.03,0,5,4,11.99,26,51,6
7,54862,1,0,0,17.68,1968,174.33,2,5,4,16.67,0,11,8
1,52000,1,0,0,16.09,1995,184,0,5,4,24,1,186,10
2,64806,4,1,0,16.47,1198,73.9,0,5,4,3.65,27,128,10
6,30000,4,1,0,22.74,796,47.3,0,5,4,3.1,16,16,5
7,65727,4,1,0,19.81,1086,68.05,1,5,4,2.97,9,203,10
8,60000,4,1,0,17,1497,118,0,5,4,2.7,8,44,12
4,44555,1,0,0,15.2,1968,140.8,1,5,4,13.5,0,10,10
9,81000,1,0,2,18.48,1493,98.145,0,5,4,10.5,1,3,14
9,32773,4,1,0,13.2,1495,94,1,5,4,2.05,9,14,12
9,42666,4,0,0,18,1497,117.3,1,5,4,8.95,8,44,6
3,54387,4,0,0,19.15,1198,75.94,0,5,4,5.85,20,110,5
6,60000,1,1,0,24.4,1120,71,0,5,4,3.9,9,196,8
3,14656,1,1,0,24.4,1120,71,1,5,4,6.99,9,196,6
3,72465,4,1,0,16.47,1198,74,2,5,4,5.9,27,128,8
10,98437,4,1,0,13,1493,100,2,5,4,1.15,8,44,16
7,21110,4,0,0,17.44,1998,189.08,0,4,4,28.95,18,50,6
4,57000,1,1,0,22.77,1498,98.59,1,5,4,6.35,7,62,7
5,57937,4,0,0,15.5,1198,86.7,0,5,4,5.4,8,17,8
5,51000,1,0,0,27.03,1969,190,2,5,4,21.5,28,147,8
6,66339,1,1,2,25.1,1498,98.6,2,5,4,6.9,8,44,7
4,23000,1,0,0,20.68,1995,190,0,5,4,28.75,1,185,5
4,70000,1,0,2,13.73,1995,148,2,5,4,8.5,22,102,9
5,94000,1,0,0,11.4,1991,142,2,5,4,5.25,9,160,13
2,72000,4,1,3,16.1,796,37,2,4,4,1,16,6,15
7,57759,4,1,0,21.1,814,55.2,1,5,4,3.84,9,61,9
8,45000,4,1,0,18.44,1198,75,0,5,4,1.75,20,110,9
2,30441,4,1,0,15.9,1298,85,0,5,4,1.45,16,69,15
9,41000,1,0,0,21.76,1995,190,0,5,4,25.5,1,2,7
6,41000,4,1,2,16.95,1498,97.7,0,5,4,3,20,164,11
4,67000,1,1,0,20.77,1248,88.7,2,7,5,6.75,16,68,6
5,77076,1,1,0,23,1396,90,0,5,4,6.75,9,204,6
10,58000,1,0,2,16.96,1968,138.03,0,5,4,7.5,27,99,9
3,27852,4,0,0,14.8,1497,121.36,0,5,4,10.44,7,62,4
0,55362,1,1,0,21.9,1396,88.8,0,5,4,4.25,9,204,10
4,47035,1,1,0,18.49,1493,100,0,7,5,6.95,15,168,6
3,86642,1,0,0,15.17,1968,181,2,5,4,20.37,0,132,6
5,131500,1,1,0,17.8,1399,68,1,5,4,2.8,7,74,13
8,52000,1,1,0,22.07,1199,73.9,1,5,4,2.75,27,128,10
9,600,4,0,0,21.5,1197,81.8,1,5,4,6.25,16,183,3
2,80000,1,1,0,22.77,1498,98.59,0,5,4,7,7,62,7
1,58500,1,0,2,17.09,1995,218,1,5,4,27.5,1,3,9
1,37500,1,0,0,17.68,1968,174.33,2,5,4,32,0,11,7
3,65003,1,0,0,13.6,3163,228.25,2,5,4,67.83,21,39,6
3,60913,4,1,0,20.73,1373,91.1,1,5,4,7.19,16,43,6
7,54250,4,1,0,22.74,796,47.3,1,5,4,3.51,16,16,5
7,32982,1,0,0,22.69,1995,98.145,1,5,4,18.55,1,2,8
10,43000,4,0,0,14.53,1794,138.1,1,5,4,12.5,26,51,7
10,70000,0,1,0,26.2,998,58.2,2,5,4,3.65,16,183,7
5,57788,4,0,0,17.16,1197,85.8,1,5,4,3.6,16,142,10
6,131500,1,1,2,11.5,2982,171,2,7,5,11.75,26,77,12
8,39000,4,1,0,17.4,1497,117.3,0,5,4,6.25,8,44,8
10,110000,1,1,0,25.8,1498,98.6,0,5,4,4.65,8,17,7
6,67000,4,1,2,16.78,1496,88.73,2,5,4,4.05,26,70,9
2,103653,4,1,2,18.9,1061,47,2,5,4,1.22,16,16,16
2,61000,4,1,0,24.7,796,47.3,1,5,4,2.9,16,16,6
3,59923,1,1,0,22.9,1248,74,1,5,4,6.46,16,166,8
1,38000,4,1,0,15.6,1196,70,2,5,4,3.55,7,75,9
9,29605,4,1,0,18.3,1197,98.145,1,5,4,2.44,26,70,10
7,58390,1,0,0,18.88,1995,184,0,5,4,19.86,1,2,7
10,108000,4,1,2,17,1086,98.145,0,5,4,1.2,9,156,16
8,32572,4,1,0,17.4,1497,117.3,2,5,4,3.87,8,44,11
4,49000,1,0,2,16.73,2495,218,1,5,4,15.5,1,3,10
6,92000,1,1,2,22.9,1248,74,1,5,4,4.35,16,166,9
9,23001,4,1,0,15.04,1598,103.2,2,5,4,5.49,27,177,7
3,36154,1,1,2,25.83,1498,99,1,5,4,6.41,7,75,5
3,47303,4,0,0,19.34,1198,76,2,5,4,5.21,20,110,8
4,69768,4,1,0,16,1198,90,0,5,4,2.9,8,97,11
4,42000,1,0,0,11.36,2755,171.5,0,7,4,19.6,26,96,6
8,45000,1,1,0,22.95,1248,74,1,5,4,3.75,25,202,5
4,71932,1,0,0,12.55,2982,168.5,1,7,5,16.5,26,77,9
2,131500,1,1,0,12.8,2494,102,0,7,4,6.25,26,96,16
7,58995,1,1,0,12.83,2696,162,0,7,5,9.25,15,162,8
1,61325,4,1,0,18.9,1197,81.86,1,5,4,4.4,9,89,8
3,60993,1,1,0,24,1120,70,1,5,4,5.21,9,89,5
5,131500,1,1,2,12.8,2494,102,2,7,4,6.5,26,96,12
9,81308,1,0,2,13.2,1995,170,0,5,4,7.95,1,2,14
4,44000,4,0,0,21.4,1197,83.1,2,5,4,6.2,16,25,5
2,48000,1,0,0,16.96,1968,138.03,2,5,4,13.5,27,99,7
3,94521,1,0,0,14.74,2993,228.25,0,5,4,23.19,11,192,10
1,36000,1,1,2,22.7,1498,89.84,0,5,4,6.35,7,62,9
7,53537,4,0,0,13.7,1798,157.75,1,5,4,6.89,23,165,10
6,47300,4,1,2,14.4,1599,94,0,5,4,1.2,9,14,16
